Country,Year,GDPPC,LifeExpectancy,Population,Region
Libya,1957,8625,45.60552,1304045,Middle East & North Africa
Liechtenstein,1957,NA,NA,15429,Europe & Central Asia
Lithuania,1957,8591,67.8648,2677885,Europe & Central Asia
Luxembourg,1957,21516,67.7178,308562,Europe & Central Asia
"Macao, China",1957,6086,63.408,173329,East Asia & Pacific
"Macedonia, FYR",1957,3315,57.93626,1432014,Europe & Central Asia
Madagascar,1957,2211,42.89346,4753685,Sub-Saharan Africa
Malawi,1957,418,37.7334,3390798,Sub-Saharan Africa
Malaysia,1957,2776,58.58196,7442649,East Asia & Pacific
Maldives,1957,1039,41.68578,83423,South Asia
Mali,1957,732,32.58888,5089507,Sub-Saharan Africa
Malta,1957,2752,66.7169,314063,Europe & Central Asia
Marshall Islands,1957,1607,NA,14087,East Asia & Pacific
Martinique,1957,NA,58.573,259881,America
Mauritania,1957,1474,45.6138,788504,Sub-Saharan Africa
Mauritius,1957,2620,54.56398,605482,Sub-Saharan Africa
Mayotte,1957,NA,52.335,20843,Sub-Saharan Africa
Mexico,1957,5549,56.12594,34726719,America
"Micronesia, Fed. Sts.",1957,1341,55.61384,40372,East Asia & Pacific
Moldova,1957,3373,58.9967,2776552,Europe & Central Asia
Monaco,1957,15036,NA,20785,Europe & Central Asia
Mongolia,1957,1091,44.98138,890279,East Asia & Pacific
Montenegro,1957,5356,62.44694,461811,Europe & Central Asia
Montserrat,1957,NA,NA,13421,America
Morocco,1957,2067,50.82176,11210889,Middle East & North Africa
Mozambique,1957,494,40.77522,7079363,Sub-Saharan Africa
Myanmar,1957,1112,40.01788,20117611,East Asia & Pacific
Namibia,1957,4233,49.63268,561936,Sub-Saharan Africa
Nauru,1957,10835,NA,3901,East Asia & Pacific
Nepal,1957,914,41.66028,9594192,South Asia
Netherlands,1957,12151,73.064,10966358,Europe & Central Asia
Netherlands Antilles,1957,NA,64.079,127514,America
New Caledonia,1957,NA,54.25,71364,East Asia & Pacific
New Zealand,1957,15441,70.3858,2229176,East Asia & Pacific
Nicaragua,1957,4580,47.71106,1610819,America
Niger,1957,1121,40.449,3126010,Sub-Saharan Africa
Nigeria,1957,2975,45.131,42656058,Sub-Saharan Africa
Niue,1957,NA,NA,4722,East Asia & Pacific
Norfolk Island,1957,NA,NA,1724,East Asia & Pacific
Northern Mariana Islands,1957,NA,NA,8864,East Asia & Pacific
Norway,1957,14379,73.3068,3491657,Europe & Central Asia
Oman,1957,4101,42.4716,516473,Middle East & North Africa
Pakistan,1957,1193,43.58132,42039623,South Asia
Palau,1957,13450,NA,8802,East Asia & Pacific
Panama,1957,3766,61.67168,1038120,America
Papua New Guinea,1957,1067,44.85286,1875027,East Asia & Pacific
Paraguay,1957,2981,65.60562,1760584,America
Peru,1957,5155,45.1033,9266078,America
Philippines,1957,2529,59.49332,23754592,East Asia & Pacific
Pitcairn,1957,NA,NA,144,East Asia & Pacific
Poland,1957,5730,65.5442,28297669,Europe & Central Asia
Portugal,1957,4928,61.6802,8770221,Europe & Central Asia
Puerto Rico,1957,7107,67.606,2278956,America
Qatar,1957,7888,59.89518,39402,Middle East & North Africa
Reunion,1957,NA,52.96,307978,Sub-Saharan Africa
Romania,1957,5417,63.03006,17968397,Europe & Central Asia
Russia,1957,9496,63.7336,114909562,Europe & Central Asia
Rwanda,1957,604,42.39752,2693819,Sub-Saharan Africa
St. Barthélemy,1957,NA,NA,2196,NA
St. Helena,1957,NA,NA,4870,NA
St. Kitts and Nevis,1957,3681,NA,49955,NA
St. Lucia,1957,1885,56.00842,87722,NA
St. Martin,1957,NA,NA,18536,NA
St. Vincent and the Grenadines,1957,2701,53.46026,76642,NA
St.-Pierre-et-Miquelon,1957,NA,NA,4803,NA
Samoa,1957,3227,55.65702,99503,East Asia & Pacific
San Marino,1957,11825,NA,14345,Europe & Central Asia
Sao Tome and Principe,1957,1186,50.29434,60990,Sub-Saharan Africa
Saudi Arabia,1957,5942,52.21592,3751876,Middle East & North Africa
Senegal,1957,1975,42.97702,2930627,Sub-Saharan Africa
Serbia,1957,5712,61.31788,7376692,Europe & Central Asia
Serbia and Montenegro,1957,NA,NA,7712919,Europe & Central Asia
Serbia excluding Kosovo,1957,NA,NA,6142373,Europe & Central Asia
Seychelles,1957,5540,59.18198,39769,Sub-Saharan Africa
Sierra Leone,1957,1246,39.06226,2101568,Sub-Saharan Africa
Singapore,1957,4116,63.94088,1441052,East Asia & Pacific
Slovak Republic,1957,7356,67.5684,3952080,Europe & Central Asia
Slovenia,1957,6698,65.76946,1552255,Europe & Central Asia
Solomon Islands,1957,1058,49.47278,108015,East Asia & Pacific
Somalia,1957,1166,43.29508,2592278,Sub-Saharan Africa
South Africa,1957,7978,51.1945,16146410,Sub-Saharan Africa
Spain,1957,5692,66.3344,29596934,Europe & Central Asia
Sri Lanka,1957,1797,59.09164,9229560,South Asia
Sudan,1957,2081,50.00706,6912742,Sub-Saharan Africa
Suriname,1957,6508,59.58268,265273,America
Svalbard,1957,NA,NA,1691,Europe & Central Asia
Swaziland,1957,1566,47.9037,323740,Sub-Saharan Africa
Sweden,1957,13956,72.342,7344466,Europe & Central Asia
Switzerland,1957,25738,70.4564,5082993,Europe & Central Asia
Syria,1957,2697,53.55564,4173185,Middle East & North Africa
Taiwan,1957,2297,62.659,10163000,East Asia & Pacific
Tajikistan,1957,3065,52.74302,1878098,Europe & Central Asia
Tanzania,1957,1041,48.03264,9244340,Sub-Saharan Africa
Thailand,1957,1274,56.85394,25096792,East Asia & Pacific
Timor-Leste,1957,694,38.12668,475350,East Asia & Pacific
Togo,1957,1139,42.35368,1512025,Sub-Saharan Africa
Tokelau,1957,NA,NA,1723,East Asia & Pacific
Tonga,1957,1492,61.49576,57386,East Asia & Pacific
Trinidad and Tobago,1957,7246,61.05406,786438,America
Tunisia,1957,1848,44.74458,4031786,Middle East & North Africa
Turkey,1957,4943,46.25466,25552398,Europe & Central Asia
Turkmenistan,1957,6361,48.78168,1441843,Europe & Central Asia
Turks and Caicos Islands,1957,2220,NA,5442,America
Tuvalu,1957,1519,NA,5758,East Asia & Pacific
Uganda,1957,850,45.2025,6220628,Sub-Saharan Africa
Ukraine,1957,5015,66.4102,41083978,Europe & Central Asia
United Arab Emirates,1957,1278,51.65564,82870,Middle East & North Africa
United Kingdom,1957,12702,70.452,51543847,Europe & Central Asia
United States,1957,17430,69.3272,176995108,America
Uruguay,1957,8784,66.86742,2437498,America
USSR,1957,NA,NA,202635788,Europe & Central Asia
Uzbekistan,1957,2133,56.82864,8136364,Europe & Central Asia
Wallis et Futuna,1957,NA,NA,8119,East Asia & Pacific
Vanuatu,1957,1418,50.28394,58246,East Asia & Pacific
Venezuela,1957,14657,59.58374,7285974,America
West Bank and Gaza,1957,1307,52.15736,1018549,Middle East & North Africa
West Germany,1957,NA,NA,53365605,Europe & Central Asia
Western Sahara,1957,NA,37.237,24837,Middle East & North Africa
Vietnam,1957,1119,55.05744,29844533,East Asia & Pacific
Virgin Islands (U.S.),1957,NA,62.44,29650,America
North Yemen (former),1957,NA,NA,4472071,NA
South Yemen (former),1957,NA,NA,1384630,NA
Yemen,1957,1421,30.67876,4921929,NA
Yugoslavia,1957,NA,NA,17654088,Europe & Central Asia
Zambia,1957,3257,50.63144,2795451,Sub-Saharan Africa
Zimbabwe,1957,1941,52.60268,3410611,Sub-Saharan Africa
Åland,1957,NA,NA,21191,Europe & Central Asia
South Sudan,1957,2234,39.55518,2804604,Sub-Saharan Africa
Afghanistan,1958,1176,34.44712,8679848,South Asia
Akrotiri and Dhekelia,1958,NA,NA,11279,Europe & Central Asia
Albania,1958,2493,59.88452,1543224,Europe & Central Asia
Algeria,1958,5273,49.96684,10578453,Middle East & North Africa
American Samoa,1958,NA,NA,19606,East Asia & Pacific
Andorra,1958,13034,NA,11616,Europe & Central Asia
Angola,1958,3728,40.30368,5084166,Sub-Saharan Africa
Anguilla,1958,NA,NA,5805,America
Antigua and Barbuda,1958,4319,61.88152,53744,America
Argentina,1958,8157,64.39976,19951326,America
Armenia,1958,2421,60.83532,1738902,Europe & Central Asia
Aruba,1958,4748,64.676,50499,America
Australia,1958,13545,71.0244,9859257,East Asia & Pacific
Austria,1958,10919,68.6344,7003575,Europe & Central Asia
Azerbaijan,1958,4859,56.9914,3653083,Europe & Central Asia
Bahamas,1958,13792,60.01632,99767,America
Bahrain,1958,21541,50.36,151067,Middle East & North Africa
Bangladesh,1958,979,43.7622,45547037,South Asia
Barbados,1958,4459,62.82936,229826,America
Belarus,1958,3719,67.4878,8019377,Europe & Central Asia
Belgium,1958,11919,69.9528,9027679,Europe & Central Asia
Belize,1958,1977,60.14284,86956,America
Benin,1958,1109,40.0912,2371461,Sub-Saharan Africa
Bermuda,1958,18658,NA,43229,America
Bhutan,1958,931,40.83628,214221,South Asia
Bolivia,1958,2717,45.5706,3556361,America
Bosnia and Herzegovina,1958,1583,59.19844,3097882,Europe & Central Asia
Botswana,1958,944,54.55616,501117,Sub-Saharan Africa
Brazil,1958,3935,55.2666,68351012,America
British Virgin Islands,1958,NA,NA,7852,America
Brunei,1958,61493,61.95544,74189,East Asia & Pacific
Bulgaria,1958,4192,68.4288,7733026,Europe & Central Asia
Burkina Faso,1958,634,37.8478,4699342,Sub-Saharan Africa
Burundi,1958,608,41.33692,2679765,Sub-Saharan Africa
Cambodia,1958,1394,45.45788,5441365,East Asia & Pacific
Cameroon,1958,1750,45.30672,5152307,Sub-Saharan Africa
Canada,1958,14056,70.582,17067983,America
Cape Verde,1958,740,55.26712,198541,Sub-Saharan Africa
Cayman Islands,1958,14330,NA,7432,America
Central African Republic,1958,1428,40.65752,1457118,NA
Chad,1958,1459,45.30044,2891526,Sub-Saharan Africa
Channel Islands,1958,NA,70.515,107712,Europe & Central Asia
Chile,1958,6194,57.68176,7349892,America
China,1958,889,48.143792,625155626,East Asia & Pacific
Christmas Island,1958,NA,NA,764,East Asia & Pacific
Cocos Island,1958,NA,NA,361,East Asia & Pacific
Colombia,1958,3396,59.47472,15526391,America
Comoros,1958,935,45.00608,182512,Sub-Saharan Africa
"Congo, Dem. Rep.",1958,2085,44.66608,14508911,Sub-Saharan Africa
"Congo, Rep.",1958,2135,45.9516,964461,Sub-Saharan Africa
Cook Is,1958,NA,NA,17584,NA
Costa Rica,1958,3936,63.33708,1241550,America
Cote d'Ivoire,1958,2353,41.70908,3251367,Sub-Saharan Africa
Croatia,1958,6531,62.82744,4130493,Europe & Central Asia
Cuba,1958,10501,64.67964,6881209,America
Cyprus,1958,5161,68.03024,558895,Europe & Central Asia
Czech Republic,1958,10699,70.0692,9497307,NA
Czechoslovakia,1958,NA,NA,13465676,Europe & Central Asia
Denmark,1958,13963,72.1792,4521598,Europe & Central Asia
Djibouti,1958,3502,50.7244,76354,Middle East & North Africa
Dominica,1958,2351,NA,57775,America
Dominican Republic,1958,2681,56.0156,3078629,NA
East Germany,1958,NA,NA,17852540,Europe & Central Asia
Ecuador,1958,4178,55.38284,4296835,America
Egypt,1958,1908,46.38696,25644891,Middle East & North Africa
El Salvador,1958,3891,52.33452,2616276,America
Equatorial Guinea,1958,598,41.64572,245617,Sub-Saharan Africa
Eritrea,1958,852,41.16796,1344338,Sub-Saharan Africa
Eritrea and Ethiopia,1958,NA,NA,24822667,Sub-Saharan Africa
Estonia,1958,6565,68.5324863013637,1192265,Europe & Central Asia
Ethiopia,1958,631,32.40676,21200998,Sub-Saharan Africa
Faeroe Islands,1958,NA,NA,33236,Europe & Central Asia
Falkland Is (Malvinas),1958,NA,NA,2168,NA
Fiji,1958,3334,57.80868,368320,East Asia & Pacific
Finland,1958,9276,68.5084,4358901,Europe & Central Asia
France,1958,10681,70.4184,44827950,Europe & Central Asia
French Guiana,1958,NA,56.371,30300,America
French Polynesia,1958,NA,55.176,73822,East Asia & Pacific
Gabon,1958,1226,44.7238,490867,Sub-Saharan Africa
Gambia,1958,1120,41.57976,344265,Sub-Saharan Africa
Georgia,1958,3130,61.28344,4030874,Europe & Central Asia
Germany,1958,12884,69.3692923099817,72318498,Europe & Central Asia
Ghana,1958,2092,49.45436,6245642,Sub-Saharan Africa
Gibraltar,1958,NA,NA,21208,Europe & Central Asia
Greece,1958,5860,69.20676,8175140,Europe & Central Asia
Greenland,1958,5176,59.913297872252,28842,Europe & Central Asia
Grenada,1958,2018,60.64232,86495,America
Guadeloupe,1958,NA,57.547,260232,America
Guam,1958,NA,59.939,64698,East Asia & Pacific
Guatemala,1958,3336,44.10884,3913698,America
Guernsey,1958,NA,NA,46556,Europe & Central Asia
Guinea,1958,755,41.86144,3466979,Sub-Saharan Africa
Guinea-Bissau,1958,1190,41.7502933333333,600595,Sub-Saharan Africa
Guyana,1958,3529,60.42128,531605,America
Haiti,1958,2351,40.83796,3718286,America
Holy See,1958,NA,NA,911,Europe & Central Asia
Honduras,1958,2483,49.1044,1880356,America
"Hong Kong, China",1958,4424,66.283,2823302,East Asia & Pacific
Hungary,1958,8317,67.4656,9945194,Europe & Central Asia
Iceland,1958,10896,73.4224,168318,Europe & Central Asia
India,1958,1005,39.71364,432601236,South Asia
Indonesia,1958,1643,46.40312,83332054,East Asia & Pacific
Iran,1958,4591,46.56644,20811062,Middle East & North Africa
Iraq,1958,5465,49.28376,6951160,Middle East & North Africa
Ireland,1958,7089,69.5956,2843755,Europe & Central Asia
Isle of Man,1958,NA,NA,49507,Europe & Central Asia
Israel,1958,5712,67.9624,1939449,Middle East & North Africa
Italy,1958,9182,68.8244,49125959,Europe & Central Asia
Jamaica,1958,5041,62.86416,1593488,America
Japan,1958,3996,67.2188,90883290,East Asia & Pacific
Jersey,1958,NA,NA,61619,Europe & Central Asia
Jordan,1958,4119,53.43504,791658,Middle East & North Africa
Kazakhstan,1958,7988,57.51008,9169484,Europe & Central Asia
Kenya,1958,1913,49.84408,7626000,Sub-Saharan Africa
Kiribati,1958,2221,45.91028,39276,East Asia & Pacific
North Korea,1958,1498,45.33644,10843979,NA
South Korea,1958,1233,52.04404,23490027,NA
Kosovo,1958,NA,NA,1311235,Europe & Central Asia
Kuwait,1958,15866,60.84968,220405,Middle East & North Africa
Kyrgyz Republic,1958,2676,53.64776,2047784,NA
Lao,1958,1221,43.90044,2024907,NA
Latvia,1958,5217,68.0712,2082127,Europe & Central Asia
Lebanon,1958,8150,64.53408,1691366,Middle East & North Africa
Lesotho,1958,513,50.91944,824086,Sub-Saharan Africa
Liberia,1958,1295,41.25096,1073402,Sub-Saharan Africa
Libya,1958,9271,46.97548,1344561,Middle East & North Africa
Liechtenstein,1958,NA,NA,15767,Europe & Central Asia
Lithuania,1958,9083,68.4622,2705875,Europe & Central Asia
Luxembourg,1958,21591,68.0172,310260,Europe & Central Asia
"Macao, China",1958,6522,63.923,170844,East Asia & Pacific
"Macedonia, FYR",1958,3425,58.62524,1451017,Europe & Central Asia
Madagascar,1958,2254,43.49904,4864631,Sub-Saharan Africa
Malawi,1958,424,37.9736,3464050,Sub-Saharan Africa
Malaysia,1958,2702,59.22204,7669106,East Asia & Pacific
Maldives,1958,1064,42.33072,85437,South Asia
Mali,1958,744,32.83712,5147344,Sub-Saharan Africa
Malta,1958,2777,66.9896,313920,Europe & Central Asia
Marshall Islands,1958,1644,NA,14206,East Asia & Pacific
Martinique,1958,NA,59.199,267208,America
Mauritania,1958,1516,46.4122,810796,Sub-Saharan Africa
Mauritius,1958,2621,55.73452,623275,Sub-Saharan Africa
Mayotte,1958,NA,53.301,21832,Sub-Saharan Africa
Mexico,1958,5678,56.94156,35840645,America
"Micronesia, Fed. Sts.",1958,1368,55.99416,41725,East Asia & Pacific
Moldova,1958,3558,59.3218,2852995,Europe & Central Asia
Monaco,1958,15701,NA,21400,Europe & Central Asia
Mongolia,1958,1128,45.79012,909885,East Asia & Pacific
Montenegro,1958,5541,63.09056,469786,Europe & Central Asia
Montserrat,1958,NA,NA,12918,America
Morocco,1958,2027,51.30924,11576713,Middle East & North Africa
Mozambique,1958,508,41.46828,7211446,Sub-Saharan Africa
Myanmar,1958,1067,40.69212,20562006,East Asia & Pacific
Namibia,1958,4247,50.42932,574907,Sub-Saharan Africa
Nauru,1958,12312,NA,4052,East Asia & Pacific
Nepal,1958,954,42.18572,9747060,South Asia
Netherlands,1958,11859,73.226,11113776,Europe & Central Asia
Netherlands Antilles,1958,NA,64.651,129941,America
New Caledonia,1958,NA,54.978,73439,East Asia & Pacific
New Zealand,1958,15688,71.0192,2275392,East Asia & Pacific
Nicaragua,1958,4450,48.41844,1664607,America
Niger,1958,1144,40.674,3212101,Sub-Saharan Africa
Nigeria,1958,3090,45.838,43470429,Sub-Saharan Africa
Niue,1958,NA,NA,4750,East Asia & Pacific
Norfolk Island,1958,NA,NA,1729,East Asia & Pacific
Northern Mariana Islands,1958,NA,NA,9307,East Asia & Pacific
Norway,1958,14285,73.2932,3522361,Europe & Central Asia
Oman,1958,4288,43.4024,527598,Middle East & North Africa
Pakistan,1958,1180,44.61768,42936961,South Asia
Palau,1958,14223,NA,9084,East Asia & Pacific
Panama,1958,3719,62.28232,1068473,America
Papua New Guinea,1958,1083,45.56064,1904053,East Asia & Pacific
Paraguay,1958,3067,65.87388,1806515,America
Peru,1958,5007,45.6262,9520048,America
Philippines,1958,2542,59.88068,24570174,East Asia & Pacific
Pitcairn,1958,NA,NA,144,East Asia & Pacific
Poland,1958,5923,66.0188,28792427,Europe & Central Asia
Portugal,1958,4954,63.9848,8811959,Europe & Central Asia
Puerto Rico,1958,7188,68.084,2298566,America
Qatar,1958,9937,60.69432,41487,Middle East & North Africa
Reunion,1958,NA,53.932,316881,Sub-Saharan Africa
Romania,1958,5611,63.87144,18202623,Europe & Central Asia
Russia,1958,10037,66.6264,116615781,Europe & Central Asia
Rwanda,1958,607,42.73348,2779550,Sub-Saharan Africa
St. Barthélemy,1958,NA,NA,2191,NA
St. Helena,1958,NA,NA,4831,NA
St. Kitts and Nevis,1958,3725,NA,50546,NA
St. Lucia,1958,1965,56.81308,88331,NA
St. Martin,1958,NA,NA,18704,NA
St. Vincent and the Grenadines,1958,2789,54.49524,78168,NA
St.-Pierre-et-Miquelon,1958,NA,NA,4843,NA
Samoa,1958,3264,56.36248,102352,East Asia & Pacific
San Marino,1958,12455,NA,14670,Europe & Central Asia
Sao Tome and Principe,1958,1302,50.90516,62316,Sub-Saharan Africa
Saudi Arabia,1958,6881,52.92908,3855089,Middle East & North Africa
Senegal,1958,2005,43.46448,3009966,Sub-Saharan Africa
Serbia,1958,5879,61.83812,7439609,Europe & Central Asia
Serbia and Montenegro,1958,NA,NA,7784929,Europe & Central Asia
Serbia excluding Kosovo,1958,NA,NA,6198228,Europe & Central Asia
Seychelles,1958,5576,59.76352,40252,Sub-Saharan Africa
Sierra Leone,1958,1257,39.52624,2127479,Sub-Saharan Africa
Singapore,1958,4134,64.57612,1508061,East Asia & Pacific
Slovak Republic,1958,7849,69.4716,4016885,Europe & Central Asia
Slovenia,1958,6918,66.08704,1564356,Europe & Central Asia
Solomon Islands,1958,1076,50.02572,111181,East Asia & Pacific
Somalia,1958,1175,43.89392,2645219,Sub-Saharan Africa
South Africa,1958,7897,51.758,16546324,Sub-Saharan Africa
Spain,1958,5904,68.5156,29863304,Europe & Central Asia
Sri Lanka,1958,1799,59.63736,9444541,South Asia
Sudan,1958,2112,50.55444,7109305,Sub-Saharan Africa
Suriname,1958,6660,60.04432,273383,America
Svalbard,1958,NA,NA,1729,Europe & Central Asia
Swaziland,1958,1573,48.3838,332264,Sub-Saharan Africa
Sweden,1958,14031,72.988,7388317,Europe & Central Asia
Switzerland,1958,24798,71.1936,5143672,Europe & Central Asia
Syria,1958,2260,54.15836,4307809,Middle East & North Africa
Taiwan,1958,2367,64.466,10505667,East Asia & Pacific
Tajikistan,1958,3232,53.09648,1934134,Europe & Central Asia
Tanzania,1958,1027,48.46236,9510501,Sub-Saharan Africa
Thailand,1958,1276,57.47956,25833554,East Asia & Pacific
Timor-Leste,1958,695,38.78632,483024,East Asia & Pacific
Togo,1958,1152,43.12232,1535969,Sub-Saharan Africa
Tokelau,1958,NA,NA,1778,East Asia & Pacific
Tonga,1958,1508,61.89724,58508,East Asia & Pacific
Trinidad and Tobago,1958,7621,61.75644,808663,America
Tunisia,1958,2064,45.34192,4075967,Middle East & North Africa
Turkey,1958,5252,46.97084,26214022,Europe & Central Asia
Turkmenistan,1958,6726,49.08332,1489418,Europe & Central Asia
